"subject" "variable" "LAYING" "SITTING" "STANDING" "WALKING" "WALKING_DOWNSTAIRS" "WALKING_UPSTAIRS"
"1" "fbodygyromeany" -0.9521914948 -0.975838585319149 -0.988984455849057 -0.103059416434737 -0.0557022524693878 -0.319474609056604
"1" "fbodygyromeanz" -0.909302721 -0.951315544468085 -0.980773122830189 -0.255940940315789 -0.0318694271979592 -0.453597213018868
"1" "fbodyaccmagmean" -0.8617676481 -0.947782922553192 -0.985356361132075 -0.128623450629474 0.0965845343040816 -0.352395944716981
"1" "fbodybodyaccjerkmagmean" -0.9333003608 -0.985262126808511 -0.99254247754717 -0.0571194000343158 0.0262184949326531 -0.44265216245283
"1" "fbodybodygyromagmean" -0.8621901854 -0.958435589361702 -0.984617623396226 -0.199252568986316 -0.185720285744898 -0.325961457396226
"1" "fbodybodygyrojerkmagmean" -0.9423669466 -0.989797547234043 -0.994815376981132 -0.319308593778947 -0.281963359177551 -0.634665082075472
"2" "tbodyaccmeanx" 0.281373403958333 0.27708735173913 0.277911472222222 0.276426586440678 0.27761534806383 0.247164790395833
"2" "tbodyaccmeany" -0.0181587397583333 -0.0156879937282609 -0.0184208270166667 -0.0185949199145763 -0.0226614158361702 -0.0214121132045833
"2" "tbodyaccmeanz" -0.107245610416667 -0.109218272456522 -0.105908536055556 -0.105500357966102 -0.116812942382979 -0.152513899520833
"2" "tgravityaccmeanx" -0.509754238125 0.940477273043478 0.896928566851852 0.91301733338983 0.861831345531915 0.790717418541667
"2" "tgravityaccmeany" 0.752536639375 -0.105630024498783 -0.370062696851852 -0.34660709 -0.325780100638298 -0.416214890416667
"2" "tgravityaccmeanz" 0.646834879583333 0.19872676876087 0.129747161222222 0.0847270871186441 -0.0438890162723404 -0.195888238891667
"2" "tbodyaccjerkmeanx" 0.0825972511666667 0.0722564387173913 0.0747588597592593 0.0618080696279661 0.110040615569574 0.0744507839572917
"2" "tbodyaccjerkmeany" 0.012254788451875 0.0116954511323913 0.0103291774794444 0.0182492679288136 -0.00327959081489362 -0.00970985514333333
"2" "tbodyaccjerkmeanz" -0.00180264895625 0.00760546929869565 -0.00837158846722222 0.00789533706610169 -0.0209351677765957 0.01948143925
"2" "tbodygyromeanx" -0.01847660675 -0.0454706620434783 -0.0238623875712963 -0.0530258157347458 -0.11594735287234 -0.0576912634583333
"2" "tbodygyromeany" -0.111800824583333 -0.0599286797043478 -0.0820396577592593 -0.0482382316949153 -0.00482329231914894 -0.0320883097395833
"2" "tbodygyromeanz" 0.144882846104167 0.0412277462173913 0.0878351695481481 0.0828336633220339 0.097173808906383 0.0688374021666667
"2" "tbodygyrojerkmeanx" -0.101974134208333 -0.0936328412826087 -0.105562157888889 -0.0818833429152542 -0.0581038498510638 -0.0828858001333333
"2" "tbodygyrojerkmeany" -0.0358590176083333 -0.0415602029130435 -0.042241953537037 -0.0538299449067797 -0.0421470257531915 -0.0424053708458333
"2" "tbodygyrojerkmeanz" -0.0701783020833333 -0.04358509665 -0.0546539479425926 -0.0514939156830508 -0.0710229816893617 -0.0445157481625
"2" "tbodyaccmagmean" -0.977435485208333 -0.967893623913043 -0.965875181296296 -0.290407593728814 0.0899511204978723 -0.107322679520833
"2" "tgravityaccmagmean" -0.977435485208333 -0.967893623913043 -0.965875181296296 -0.290407593728814 0.0899511204978723 -0.107322679520833
"2" "tbodyaccjerkmagmean" -0.987741696041667 -0.986774713043478 -0.980489077407407 -0.281424153881356 0.00565516335106383 -0.321268911041667
"2" "tbodygyromagmean" -0.950011569583333 -0.946035087173913 -0.963466341851852 -0.446549092881356 -0.162188586930426 -0.219713472958333
"2" "tbodygyrojerkmagmean" -0.991767074166667 -0.991081493913043 -0.983951904259259 -0.547911950338983 -0.410872671489362 -0.572816438541667
"2" "fbodyaccmeanx" -0.976725059791667 -0.985803840652174 -0.983946739814815 -0.346048161016949 0.112841160325532 -0.266720933270833
"2" "fbodyaccmeany" -0.979800877916667 -0.957343498478261 -0.959871697407407 -0.0219048103322034 0.278345041765957 0.00992445881854167
"2" "fbodyaccmeanz" -0.984380981875 -0.970162172608696 -0.962471195740741 -0.453806369830508 -0.131290772 -0.281001986202083
"2" "fbodyaccjerkmeanx" -0.985813630833333 -0.987848793695652 -0.980973241666667 -0.304615322881356 0.138120681087234 -0.258639439729167
"2" "fbodyaccjerkmeany" -0.982768250416667 -0.977139702826087 -0.970851337962963 -0.0787640836610169 0.0962091607617021 -0.1878421317125
"2" "fbodyaccjerkmeanz" -0.986197134583333 -0.985129050217391 -0.979775152037037 -0.554956709661017 -0.271498721106383 -0.522728063333333
"2" "fbodygyromeanx" -0.9864311425 -0.982621389565217 -0.967037112037037 -0.429713536101695 -0.145775970406383 -0.331643577458333
"2" "fbodygyromeany" -0.983321635416667 -0.982100923695652 -0.972576152962963 -0.55477211220339 -0.361913824 -0.488086123958333
"2" "fbodygyromeanz" -0.9626718875 -0.959814822391304 -0.960627696111111 -0.396659907457627 -0.0874944736085106 -0.248601122
"2" "fbodyaccmagmean" -0.975110196458333 -0.96127374826087 -0.964052166481482 -0.324289427932203 0.293424826591489 -0.14531853915625
"2" "fbodybodyaccjerkmagmean" -0.985374114791667 -0.983874698913043 -0.977065295555556 -0.169064352813559 0.222247409576596 -0.189511136902083
"2" "fbodybodygyromagmean" -0.972112972708333 -0.971840596086956 -0.961775904814815 -0.530704814745763 -0.320838543553191 -0.450612184791667
"2" "fbodybodygyrojerkmagmean" -0.990248702291667 -0.989861950869565 -0.977849827407407 -0.583249293389831 -0.380175306489362 -0.60079849625
"3" "tbodyaccmeanx" 0.275516852741935 0.257197599134615 0.280046513278689 0.275567462068966 0.292423484693878 0.260819873067797
"3" "tbodyaccmeany" -0.0189556785048387 -0.00350299841730769 -0.0143376555065574 -0.0171767844203448 -0.0193554079328571 -0.0324109410555932
"3" "tbodyaccmeanz" -0.101300477506452 -0.0983579203269231 -0.101621722633148 -0.112674859827586 -0.116139842908163 -0.110064863437288
"3" "tgravityaccmeanx" -0.241758478064516 0.901098984615385 0.93503077852459 0.936506743275862 0.939057787755102 0.883533436101695
"3" "tgravityaccmeany" 0.837032099677419 0.127303379245962 -0.301735130327869 -0.261986357931034 -0.228829214285714 -0.382851153728814
"3" "tgravityaccmeanz" 0.48870318516129 0.139020582461538 0.024763106752459 -0.138107866258621 -0.102352758040816 -0.162943955254237
"3" "tbodyaccjerkmeanx" 0.0769811125806452 0.0726098418653846 0.0750900622277049 0.0814745882660345 0.0725689294489796 0.0426880986186441
"3" "tbodyaccjerkmeany" 0.0138041011306452 0.00272529134230769 0.00771663644590164 0.0100591485 0.0109707769183673 0.0397249270484746
"3" "tbodyaccjerkmeanz" -0.00435625874355645 -0.00423348373557692 -0.00807177934114754 -0.00562264594827586 -0.00202727978142857 0.0208205538101695
"3" "tbodygyromeanx" -0.0208170540330645 -0.0385365204807692 -0.0246626070770492 -0.0256405192517241 -0.13157327645102 0.0721980309322034
"3" "tbodygyromeany" -0.0718507159435484 -0.07524100275 -0.0585101918262295 -0.0779150937413793 -0.0139358043959184 -0.139275405637288
"3" "tbodygyromeanz" 0.137999561112903 0.0940113975530769 0.0665262054098361 0.0813485942827586 0.123826738353061 0.0215603697
"3" "tbodygyrojerkmeanx" -0.10004449883871 -0.103605889057692 -0.0994602620655738 -0.0952398165017241 -0.0778701650285714 -0.115510569491525
"3" "tbodygyrojerkmeany" -0.0389771765322581 -0.0360909881807692 -0.0472415819016393 -0.0387874651724138 -0.0391567930959184 -0.0400372510491525
"3" "tbodygyrojerkmeanz" -0.06873387 -0.0590079966686538 -0.0416832156688525 -0.0503616100815517 -0.0416193131122449 -0.0498180874305085
"3" "tbodyaccmagmean" -0.972791346129032 -0.895383350192308 -0.925430819016393 -0.254690333275862 -0.0628126118283674 -0.184014895
"3" "tgravityaccmagmean" -0.972791346129032 -0.895383350192308 -0.925430819016393 -0.254690333275862 -0.0628126118283674 -0.184014895
"3" "tbodyaccjerkmagmean" -0.979484593387097 -0.969080752884615 -0.959303840327869 -0.280009317413793 -0.205239246653061 -0.436901159491525
"3" "tbodygyromagmean" -0.951564751451613 -0.919354372307692 -0.892089349344262 -0.466411754137931 -0.215294501244898 -0.347321812220339
"3" "tbodygyrojerkmagmean" -0.98671362516129 -0.977998051923077 -0.962339339672131 -0.566135217931034 -0.508567577142857 -0.658861401355932
"3" "fbodyaccmeanx" -0.980665609032258 -0.970154440961538 -0.960123409508197 -0.316614011689655 -0.0421706943244898 -0.392004211474576
"3" "fbodyaccmeany" -0.961169982903226 -0.891907751346154 -0.908075353770492 -0.0813024353275862 -0.00770048300204082 -0.0788094156644068
"3" "fbodyaccmeanz" -0.968332141612903 -0.917987925384615 -0.939507735245902 -0.412374074482759 -0.404452414285714 -0.504494528474576
"3" "fbodyaccjerkmeanx" -0.980513202258064 -0.974950363461538 -0.957666856721311 -0.304694442551724 -0.0906707125102041 -0.478434306271186
"3" "fbodyaccjerkmeany" -0.968752113709677 -0.954170151346154 -0.943497973606557 -0.140508590224138 -0.135938542632653 -0.283772547471017
"3" "fbodyaccjerkmeanz" -0.979122344354839 -0.970845669423077 -0.969174903442623 -0.514137255344828 -0.529059450612245 -0.677314534067797
"3" "fbodygyromeanx" -0.970167262903226 -0.957550637692308 -0.901282267540984 -0.437845763793103 -0.129066574295918 -0.378216681762712
"3" "fbodygyromeany" -0.978099682258065 -0.95617355 -0.937711157213115 -0.561526265344828 -0.542694164081633 -0.637293508305085
"3" "fbodygyromeanz" -0.962341960806452 -0.934967958846154 -0.916172537704918 -0.418126217413793 -0.302866461179592 -0.431503361525424
"3" "fbodyaccmagmean" -0.96552427516129 -0.904185725576923 -0.926968932295082 -0.290031535172414 0.0289413195612245 -0.315866079491525
"3" "fbodybodyaccjerkmagmean" -0.975949597903226 -0.965888891730769 -0.948627467704918 -0.186764516965517 -0.049477977322449 -0.412920898474576
"3" "fbodybodygyromagmean" -0.96458672483871 -0.946664943653846 -0.913682362622951 -0.569755772241379 -0.332376629371429 -0.514211583728814
"3" "fbodybodygyrojerkmagmean" -0.984278251290323 -0.977898105576923 -0.960331717868852 -0.607751646034483 -0.576277199387755 -0.716877778644068
"4" "tbodyaccmeanx" 0.263559214981481 0.27153827992 0.280499745892857 0.278582015166667 0.279965329555556 0.270876696730769
"4" "tbodyaccmeany" -0.0150031841055556 -0.007163065158 -0.00948911098553571 -0.0148399475341667 -0.00980200850666667 -0.0319804295729615
"4" "tbodyaccmeanz" -0.110688150314815 -0.10587459588 -0.0961574905535714 -0.11140306485 -0.1067775246 -0.114219455519231
"4" "tgravityaccmeanx" -0.420664662222222 0.8693030064 0.95619779125 0.963999696833333 0.947731858666667 0.946264314423077
"4" "tgravityaccmeany" 0.915165104259259 0.211622539936894 -0.0759009061071429 -0.0858540265666667 -0.0620852772955556 -0.232944304615385
"4" "tgravityaccmeanz" 0.341531310555556 0.11012048108 0.166893825946429 0.127764112666667 0.148714808888889 0.0841675382884615
"4" "tbodyaccjerkmeanx" 0.0934494217777778 0.0784500239 0.0721328379857143 0.0783529082183333 0.0971862748866667 0.0560971909634615
"4" "tbodyaccjerkmeany" 0.00693313213968519 -0.0108582171094 -0.00653015693773214 0.00295602428666667 0.00563780215111111 0.0234018993153846
"4" "tbodyaccjerkmeanz" -0.00641054328740741 -0.0121499951596 -0.0211889890567857 -0.000767679338333334 -0.00729137766444444 0.00340280836730769
"4" "tbodygyromeanx" -0.00923156347222222 -0.04944351156 -0.0306449342357143 -0.0317982557795 -0.102838822533333 0.0393825198942308
"4" "tbodygyromeany" -0.0930128180759259 -0.08943006108 -0.061824850625 -0.0726905278583333 -0.0704025952333333 -0.0859471683596154
"4" "tbodygyromeanz" 0.169720404092593 0.10115033478 0.0755636430892857 0.0805677161216667 0.05926394948 0.0843753843384615
"4" "tbodygyrojerkmeanx" -0.105019877685185 -0.09694948424 -0.103057894142857 -0.115321556475 -0.0921282734666667 -0.1314720713
"4" "tbodygyrojerkmeany" -0.0381230432222222 -0.041848389996 -0.0461257201357143 -0.0393474489133333 -0.0348434913444444 -0.0390508828865385
"4" "tbodygyrojerkmeanz" -0.0712156288333333 -0.0489964351672 -0.0490753497867857 -0.0551166852766667 -0.0492836435688889 -0.0722496260807692
"4" "tbodyaccmagmean" -0.954557603148148 -0.93569482 -0.906478051785714 -0.312050574166667 -0.0491616726733333 -0.153703935357692
"4" "tgravityaccmagmean" -0.954557603148148 -0.93569482 -0.906478051785714 -0.312050574166667 -0.0491616726733333 -0.153703935357692
"4" "tbodyaccjerkmagmean" -0.970095771666667 -0.9701322836 -0.963370738392857 -0.366700879833333 -0.228851413747333 -0.400922254807692
"4" "tbodygyromagmean" -0.930236462592593 -0.9260633138 -0.900982100535714 -0.49779220106 -0.3466062928 -0.299779407884615
"4" "tbodygyrojerkmagmean" -0.985068502037037 -0.9804904618 -0.967614073928571 -0.6813040365 -0.592843014888889 -0.686978374423077
"4" "fbodyaccmeanx" -0.958802077592593 -0.9774624984 -0.973497549642857 -0.426719449666667 -0.0722392276888889 -0.294488270365385
"4" "fbodyaccmeany" -0.938883374444444 -0.9057829318 -0.889549205 -0.14939963344 -0.129606639466667 -0.117109161492308
"4" "fbodyaccmeanz" -0.967504278888889 -0.9517837432 -0.93164342125 -0.631005470833333 -0.494683451555556 -0.524655722692308
"4" "fbodyaccjerkmeanx" -0.978542457407407 -0.9768457126 -0.972310894285714 -0.358883413666667 -0.16163290774 -0.418304647307692
"4" "fbodyaccjerkmeany" -0.943969987222222 -0.9442983908 -0.937624242142857 -0.279553391533333 -0.172941628735556 -0.297805187243462
"4" "fbodyaccjerkmeanz" -0.975383329444444 -0.9751549056 -0.968648411607143 -0.728991595666667 -0.583917371333333 -0.690106934230769
"4" "fbodygyromeanx" -0.967203736481482 -0.9605896358 -0.905464161964286 -0.373384540666667 -0.240298893435556 -0.3710689925
"4" "fbodygyromeany" -0.972187839074074 -0.9675836478 -0.955992945178571 -0.688460056666667 -0.717545840444444 -0.684310201538462
"4" "fbodygyromeanz" -0.961479262592593 -0.9337768922 -0.915280955357143 -0.601381129166667 -0.318306481022222 -0.350765737115385
"4" "fbodyaccmagmean" -0.939389701296296 -0.929002095 -0.917614014821429 -0.450804558333333 -0.01907433524 -0.276825498230769
"4" "fbodybodyaccjerkmagmean" -0.96228712537037 -0.9625007338 -0.956139283571429 -0.318587811 -0.175295286557778 -0.397406285
"4" "fbodybodygyromagmean" -0.961556660185185 -0.9487697524 -0.914209165714286 -0.609285588016667 -0.429213369555556 -0.575794072115385
"4" "fbodybodygyrojerkmagmean" -0.983609073333333 -0.9765477634 -0.964471139464286 -0.724327420666667 -0.621752455777778 -0.740749226346154
"5" "tbodyaccmeanx" 0.278334325576923 0.273694139545455 0.282544390892857 0.27784234625 0.29354392712766 0.268459469914894
"5" "tbodyaccmeany" -0.0183042123269231 -0.00990083527045455 -0.00700418554517857 -0.0172850317482679 -0.00850107533191489 -0.0325269755153191
"5" "tbodyaccmeanz" -0.107937603673077 -0.108540300265909 -0.102171095696429 -0.107741776464286 -0.100319930659574 -0.107471453914894
"5" "tgravityaccmeanx" -0.483470597692308 0.880731443863636 0.960188699107143 0.972624959821429 0.956649352553192 0.936821834893617
"5" "tgravityaccmeany" 0.954890346153846 0.168445524 -0.03871012665 -0.100440285303571 -0.0607578318319149 -0.265942569148936
"5" "tgravityaccmeanz" 0.263644691923077 0.143006857611364 0.138638436607143 0.00247623628392857 0.0216777910246191 -0.0232035364248936
"5" "tbodyaccjerkmeanx" 0.0848164824230769 0.0749577410909091 0.0725189859107143 0.0845888833571429 0.109650600459574 0.0795443483829787
"5" "tbodyaccjerkmeany" 0.00747460829615385 -0.00278773346136363 -0.00221990214464286 -0.0163194101232143 0.0137618233808511 0.0140130363106383
"5" "tbodyaccjerkmeanz" -0.00304067159653846 0.00338609594827273 -0.0122812220569643 8.32159351785732e-05 0.0213397664446809 -0.025590953282766
"5" "tbodygyromeanx" -0.0218935013501923 -0.0422355209795455 -0.0322711902673214 -0.0488919896632143 -0.068294569906383 0.0395191121489362
"5" "tbodygyromeany" -0.0798709596153846 -0.0835484079545455 -0.050987505 -0.0690135249642857 -0.0707805998787234 -0.117195551802128
"5" "tbodygyromeanz" 0.159894366942308 0.0823934451590909 0.0690945763946429 0.0815435495892857 0.0806559989574468 0.0424442819489362
"5" "tbodygyrojerkmeanx" -0.102114125 -0.0889747665681818 -0.0922249863035714 -0.0888408355267857 -0.110149008255319 -0.143029686361702
"5" "tbodygyrojerkmeany" -0.0404446925288462 -0.0454702982386364 -0.0399108188821429 -0.0449559531089286 -0.0708296588478723 -0.0559895777393617
"5" "tbodygyrojerkmeanz" -0.07083096875 -0.0487714733568182 -0.0422221341625 -0.0482679596035714 -0.0399656935617021 -0.0534895401
"5" "tbodyaccmagmean" -0.966777882884615 -0.9379783225 -0.906104701071429 -0.158338674394643 0.211138853638298 0.0435562021989362
"5" "tgravityaccmagmean" -0.966777882884615 -0.9379783225 -0.906104701071429 -0.158338674394643 0.211138853638298 0.0435562021989362
"5" "tbodyaccjerkmagmean" -0.980141253846154 -0.969320155681818 -0.956863566071429 -0.288333024071429 -0.0637528559361702 -0.247403476914894
"5" "tbodygyromagmean" -0.946938300576923 -0.934301646590909 -0.900671630714286 -0.355933083571429 -0.218029835319149 -0.235516929306383
"5" "tbodygyrojerkmagmean" -0.9864194225 -0.973848287045455 -0.958405900892857 -0.444532485357143 -0.39719562106383 -0.47348816787234
"5" "fbodyaccmeanx" -0.968741678461538 -0.977450812045455 -0.964500917321429 -0.287782607410714 0.0984320090212766 -0.161485339978723
"5" "fbodyaccmeany" -0.965419520961538 -0.921434735681818 -0.890796360535714 0.00946037755178572 0.0792280694042553 0.0728903158085106
"5" "fbodyaccmeanz" -0.977007724615385 -0.946064216818182 -0.915083799107143 -0.490251090714286 -0.374740089574468 -0.457470676808511
"5" "fbodyaccjerkmeanx" -0.982689657115385 -0.976024951136364 -0.963059235178571 -0.344954806428571 -0.0368012151170213 -0.289725470425532
"5" "fbodyaccjerkmeany" -0.965328566153846 -0.954237489772727 -0.93137020875 -0.181055554206071 -0.0568032957531915 -0.19681792087234
"5" "fbodyaccjerkmeanz" -0.983250309423077 -0.969501330681818 -0.958438726607143 -0.590496615535714 -0.491979946170213 -0.606717464680851
"5" "fbodygyromeanx" -0.975797491730769 -0.957117251818182 -0.909661802321429 -0.372668749642857 -0.295345101425532 -0.263615096246809
"5" "fbodygyromeany" -0.978249645769231 -0.955460359318182 -0.939373524464286 -0.513951718392857 -0.382483075106383 -0.516609046808511
"5" "fbodygyromeanz" -0.963202948461538 -0.938003425909091 -0.907190836607143 -0.213127031035714 -0.034175027916383 -0.139801393244681
"5" "fbodyaccmagmean" -0.962234984038462 -0.936290604545455 -0.9046413925 -0.304992488892857 0.155742168808511 -0.169261525
"5" "fbodybodyaccjerkmagmean" -0.977356379807692 -0.964440302272727 -0.941825903035714 -0.269481661080357 0.00918394264170213 -0.264674938957447
"5" "fbodybodygyromagmean" -0.968257068846154 -0.944760322045455 -0.904543921607143 -0.484262828928571 -0.349338414731915 -0.392564530851064
"5" "fbodybodygyrojerkmagmean" -0.984618025769231 -0.971598370227273 -0.952286438035714 -0.548053574821429 -0.453697247021277 -0.571344138723404
"6" "tbodyaccmeanx" 0.248656520140351 0.276778487454545 0.280346248596491 0.283658868070175 0.277045258145833 0.268229355098039
"6" "tbodyaccmeany" -0.0102529170561404 -0.0145911615290909 -0.0181236327175439 -0.0168954189082456 -0.019536840063125 -0.0272425385070588
"6" "tbodyaccmeanz" -0.133119570368421 -0.110127728709091 -0.112172831947368 -0.110303165877193 -0.107209356208333 -0.122082438784314
"6" "tgravityaccmeanx" -0.47670987877193 0.933692934909091 0.945139003859649 0.958067455087719 0.928531455208333 0.913632241568627
"6" "tgravityaccmeany" 0.956593814210526 0.0682628663363636 -0.230251036140351 -0.214694852280702 -0.214046334375 -0.340732608823529
"6" "tgravityaccmeanz" 0.175867709021053 0.0695219657167273 0.0139193473596491 0.0331888826842105 -0.00307981704708333 -0.0184608964392157
"6" "tbodyaccjerkmeanx" 0.0963481955263158 0.0754721635223636 0.0730699604561404 0.0699585876912281 0.103681343708333 0.07210675
"6" "tbodyaccjerkmeany" -0.00114529240245614 2.55649800000023e-06 0.00871883993421053 -0.0164831715964912 0.00987685807166667 0.00371343419607843
"6" "tbodyaccjerkmeanz" 0.00328817288070175 0.00623727782090909 -0.00481712245438596 -0.00738931200701754 -0.00932470617291667 -0.00237816579411765
"6" "tbodygyromeanx" -0.0079605026754386 -0.0372442282830909 -0.028251913022807 -0.025509618645614 -0.0960837437708333 -0.0767406825588235
"6" "tbodygyromeany" -0.107218315054386 -0.0899083302550909 -0.0589823639438597 -0.0744462466 -0.0341782208604167 -0.0518981989072549
"6" "tbodygyromeanz" 0.179102058245614 0.0854346006181818 0.0767394745964912 0.0838808799280702 0.0870012595210417 0.0664234025976471
"6" "tbodygyrojerkmeanx" -0.111267284631579 -0.0936693524363636 -0.103292534210526 -0.0878891090105263 -0.0256452232354167 -0.0652024492378431
"6" "tbodygyrojerkmeany" -0.0424104289992982 -0.0333986700025455 -0.0428828304736842 -0.0362308971842105 -0.0768089915604167 -0.0457705354509804
"6" "tbodygyrojerkmeanz" -0.0717774743859649 -0.0465504310978182 -0.0506432189438596 -0.0539597284210526 -0.0372228650416667 -0.0576800048435294
"6" "tbodyaccmagmean" -0.918878850824561 -0.949543531272727 -0.945022876491228 -0.166840713631579 0.333754731458333 0.0177790974433333
"6" "tgravityaccmagmean" -0.918878850824561 -0.949543531272727 -0.945022876491228 -0.166840713631579 0.333754731458333 0.0177790974433333
"6" "tbodyaccjerkmagmean" -0.954750504912281 -0.962733502 -0.967102436140351 -0.195117026052632 0.10384507225 -0.207379799254902
"6" "tbodygyromagmean" -0.908980174736842 -0.932703812181818 -0.939404744385965 -0.281207841122807 0.0142677821595833 -0.12912124415098
"6" "tbodygyrojerkmagmean" -0.955645738245614 -0.962929227818182 -0.963406222982456 -0.321290483140351 -0.0829366854166667 -0.342895367921569
"6" "fbodyaccmeanx" -0.939114254210526 -0.975351454727273 -0.977100287368421 -0.187934323140351 0.328308506041667 -0.131075372803922
"6" "fbodyaccmeany" -0.923706791403509 -0.928264365454545 -0.930336471754386 0.140781621991228 0.339771173822917 0.0978035099588235
"6" "fbodyaccmeanz" -0.938044912280702 -0.935798115272727 -0.942864017017544 -0.498520164385965 -0.277602590916667 -0.42724809972549
"6" "fbodyaccjerkmeanx" -0.967072436842105 -0.971037479818182 -0.97348053877193 -0.150942917824561 0.136554991314583 -0.244812769960784
"6" "fbodyaccjerkmeany" -0.936043420175439 -0.947070821272727 -0.951405464912281 -0.0753742321614035 0.1372024523 -0.122991594331373
"6" "fbodyaccjerkmeanz" -0.954425844736842 -0.954199785636364 -0.963743518070175 -0.541438616140351 -0.283086205125 -0.549314615882353
"6" "fbodygyromeanx" -0.935439769649123 -0.939671400545455 -0.931612384385965 -0.239650710533333 0.0633716052854167 -0.115065008156863
"6" "fbodygyromeany" -0.941771544385965 -0.943857393090909 -0.943273146140351 -0.341378429473684 -0.130327465789583 -0.329653779629412
"6" "fbodygyromeanz" -0.932636612807018 -0.934764895454545 -0.943239602105263 -0.203575458733333 0.15284524938125 -0.0464142110215686
"6" "fbodyaccmagmean" -0.91235165222807 -0.935750391272727 -0.945949804035088 -0.201386607649123 0.395958034583333 -0.0819479396203922
"6" "fbodybodyaccjerkmagmean" -0.948655471052632 -0.948348653636364 -0.955914005438597 -0.055401423331579 0.243834258785417 -0.169868234496078
"6" "fbodybodygyromagmean" -0.930153639473684 -0.929725679272727 -0.926664297017544 -0.329681123368421 -0.0143735434 -0.230627015078431
"6" "fbodybodygyrojerkmagmean" -0.953695957368421 -0.952034566 -0.955425138245614 -0.366500534122807 -0.132705384364583 -0.45923633377451
